20160311191601.41;526400;1108000;2840.0;0.001;24.498936070800525
20160329124934.88;524700;1108200;2540.0;0.007000000000000001;31.154492367407666
20160411020613.76;526000;1107900;2972.0;0.0023;11.640855490242707
20160424182947.60;526000;1108000;3227.0;0.0017000000000000001;17.433422490717245
20160312181550.31;524500;1109800;2268.0;0.007000000000000001;26.257795718154647
20160329133454.03;526200;1108100;2715.0;0.004300000000000001;13.541963500585249
20160411024000.79;525300;1108600;2645.0;0.002;18.370546194406963
20160424194354.19;526100;1108000;2882.0;0.002;15.052043680576032
20160313113934.56;525100;1108600;2580.0;0.0031;16.72057904035519
20160329141302.13;525000;1108500;2620.0;0.0014000000000000002;23.065861589159343
20160411033613.62;526900;1107800;2077.0;0.0019000000000000002;12.69623684339216
20160424195020.92;526100;1108100;3163.0;0.0017000000000000001;7.203944430054694
20160313164648.82;526000;1107500;3157.0;0.0025;23.672003479660507
20160329144523.75;526100;1108200;2840.0;0.006500000000000001;15.06450210224955
20160411041441.35;526100;1107800;2624.0;0.0038;14.327430671975133
20160425022044.24;526300;1107900;2992.0;0.0029;12.725847539027363
20160313180131.98;525900;1107300;3015.0;0.0025;20.8738908307139
20160329150025.80;526000;1107900;3272.0;0.0018000000000000002;18.65943453881429
20160411043323.38;525600;1108000;3020.0;0.003;15.077216489287048
20160425144521.07;526500;1108100;2992.0;0.007000000000000001;18.640768146160344
20160313181409.55;526300;1107900;2692.0;0.0045000000000000005;12.982565578471213
20160329154445.94;526100;1108000;2682.0;0.0019000000000000002;23.72117621157096
20160411044043.91;525000;1109400;906.0;0.007000000000000001;25.94104532330579
20160425145324.77;525000;1108400;2660.0;0.005900000000000001;19.640514779432337
20160313205030.12;526300;1108000;2587.0;0.0013000000000000002;15.974085184527672
20160329173020.92;526000;1108000;2827.0;0.0038;15.876014240646994
20160411163906.52;522900;1107700;2480.0;0.007000000000000001;40.930396669483954
20160425151913.05;525900;1107800;3190.0;0.0035;13.840129654745706
20160313223836.96;526400;1108200;3007.0;0.0024;12.1173845179631
20160329180450.53;526500;1108100;2792.0;0.0023;11.97348007240373
20160412024935.63;522000;1108300;2095.0;0.0017000000000000001;32.7057648514392
